0, 0, True
20040, Nothing, (0.00, 3.06, 0.00)
20063, Nothing, (0.00, 3.06, 0.00)
20180, Nothing, (0.00, 3.06, 0.00)
20180, Nothing, (0.00, 3.06, 0.00)
20181, Nothing, (0.00, 3.06, 0.00)
20181, Nothing, (0.00, 3.06, 0.00)
20181, Nothing, (0.00, 3.06, 0.00)
20181, Nothing, (0.00, 3.06, 0.00)
20204, Nothing, (0.00, 3.06, 0.00)
20225, Nothing, (0.00, 3.06, 0.00)
20240, Nothing, (0.00, 3.06, 0.00)
20262, Nothing, (0.00, 3.06, 0.00)
20282, Nothing, (0.00, 3.06, 0.00)
20302, Nothing, (0.00, 3.06, 0.00)
20322, Nothing, (0.00, 3.06, 0.00)
20344, Nothing, (0.00, 3.06, 0.00)
20364, Nothing, (0.00, 3.06, 0.00)
20381, Nothing, (0.00, 3.06, 0.00)
20401, Nothing, (0.00, 3.06, 0.00)
20421, Nothing, (0.00, 3.06, 0.00)
20439, Nothing, (0.00, 3.06, 0.00)
20463, Nothing, (0.00, 3.06, 0.00)
20480, Nothing, (0.00, 3.06, 0.00)
20500, Nothing, (0.00, 3.06, 0.00)
20520, Nothing, (0.00, 3.06, 0.00)
20544, Nothing, (0.00, 3.06, 0.00)
20562, Nothing, (0.00, 3.06, 0.00)
20579, Nothing, (0.00, 3.06, 0.00)
20604, Nothing, (0.00, 3.06, 0.00)
20622, Nothing, (0.00, 3.06, 0.00)
20640, Nothing, (0.00, 3.06, 0.00)
20663, Nothing, (0.00, 3.06, 0.00)
20679, Nothing, (0.00, 3.06, 0.00)
20701, Nothing, (0.00, 3.06, 0.00)
20723, Nothing, (0.00, 3.06, 0.00)
20742, Nothing, (0.00, 3.06, 0.00)
20759, Nothing, (0.00, 3.06, 0.00)
20782, Nothing, (0.00, 3.06, 0.00)
20800, Nothing, (0.00, 3.06, 0.00)
20824, Nothing, (0.00, 3.06, 0.00)
20840, Nothing, (0.00, 3.06, 0.00)
20859, Nothing, (0.00, 3.06, 0.00)
20883, Nothing, (0.00, 3.06, 0.00)
20901, Nothing, (0.00, 3.06, 0.00)
20923, Nothing, (0.00, 3.06, 0.00)
20940, Nothing, (0.00, 3.06, 0.00)
20963, Nothing, (0.00, 3.06, 0.00)
